bigram,frequency,pmi
statistically significant,25,10.2519
seventh consecutive,39,10.2001
bitcoin holdings,20,10.1994
decision making,22,10.1985
goods sold,88,10.1825
adverse events,37,10.176
erp implementation,21,10.1717
raw materials,37,10.1674
metric tons,40,10.1637
east conflict,106,10.1533
pull forward,41,10.149
contribution tac,37,10.1482
eighth consecutive,29,10.1353
payroll taxes,22,10.1233
valuation allowance,43,10.1162
balance sheet,609,10.1128
agreement acquire,38,10.1119
metric ton,29,10.0996
material handling,24,10.0865
sixth consecutive,38,10.0596
supply chain,489,10.0482
merit increases,21,10.0403
battery storage,23,10.028
premiums written,55,9.9989
severe weather,26,9.9987
plus minus,109,9.9935
workers compensation,35,9.9886
private placement,23,9.9834
ending dec,38,9.9618
emea apac,39,9.9467
fifth consecutive,46,9.9453
negatively impacted,123,9.9355
returned shareholders,269,9.9049
mobile app,28,9.8919
oil equivalent,63,9.8748
premiums earned,26,9.8711
north america,627,9.8661
use cases,40,9.8446
fda clearance,33,9.8259
north american,195,9.8114
constant currency,837,9.8041
discrete items,23,9.7865
book bill,291,9.765
senior housing,34,9.7525
undrawn revolving,31,9.7457
southeast asia,21,9.7438
ended sept,86,9.7394
patients treated,23,9.7383
unsecured notes,45,9.7292
personal care,56,9.7184
barrels oil,60,9.7031
negatively affected,42,9.6961
aerospace defense,85,9.6902
patient starts,49,9.6862
equivalents marketable,109,9.6829
catastrophe losses,54,9.6747
trending toward,23,9.6741
forward looking,28,9.6595
macroeconomic geopolitical,24,9.6441
sofr plus,29,9.6374
winter weather,43,9.625
public sector,52,9.6144
fully enrolled,24,9.6114
design wins,60,9.5995
losses acl,36,9.5873
consumer sentiment,25,9.5794
written premiums,41,9.5751
home closings,26,9.5721
senior unsecured,27,9.5643
late stage,47,9.5615
two thirds,150,9.5355
senior notes,77,9.5232
primary driver,30,9.5153
salaries benefits,20,9.499
third party,208,9.4979
write offs,33,9.4856
google cloud,24,9.4837
pre provision,94,9.4819
since inception,49,9.4798
outstanding dso,20,9.4751
tangible common,171,9.4599
installed base,64,9.4599
oilfield services,23,9.4374
overall survival,23,9.4352
incentive compensation,123,9.4233
fair value,215,9.4202
clean energy,28,9.4158
write off,36,9.3991
brokered deposits,58,9.3984
written premium,83,9.3804
board approved,119,9.3774
noninterest bearing,82,9.3676
special items,49,9.3621
equivalents restricted,61,9.3619
litigation settlement,23,9.3517
design win,21,9.3494
ended dec,77,9.338
shares bought,117,9.3302
core gentex,20,9.3123
need quote,1849,9.2985
allocation priorities,28,9.2944
small cell,20,9.2892
essentially flat,79,9.2836
revolver availability,30,9.2727
light vehicle,20,9.2664
notable items,59,9.2564
leasing spreads,45,9.2548
wafer level,21,9.2547
currency translation,44,9.2434
stores opened,30,9.2363
dividend declaration,51,9.2279
well capitalized,26,9.212
maturity extended,26,9.21
held steady,39,9.1879
bearing deposits,112,9.175
does not,151,9.1738
buy back,21,9.1604
group inc,34,9.1573
highest ever,24,9.1317
twelve months,308,9.1203
mitigation efforts,26,9.1191
tangible book,210,9.0851
single digits,647,9.0704
marking fifth,24,9.0686
twelve month,171,9.0679
renewable energy,29,9.0653
rig count,25,9.0598
typical seasonal,23,9.0592
data center,601,9.0422
reserve release,22,9.041
active users,88,9.0347
revolving credit,212,9.0272
east africa,23,9.0256
professional fees,60,9.0087
feet leased,34,9.0055
partially offset,924,8.9967
noncash impairment,27,8.9856
after adjusting,72,8.9756
compound annual,52,8.9649
research development,125,8.9618
buyback authorization,74,8.9554
regulatory approvals,43,8.9522
trailing month,145,8.9328
double digit,716,8.9194
impairment charges,55,8.9079
highest history,51,8.8942
cross selling,35,8.8925
same store,598,8.8886
mortgage warehouse,21,8.8846
not sum,40,8.8818
safety profile,22,8.8723
potentially impacting,30,8.8621
legal settlement,25,8.8513
macro environment,31,8.8392
long term,890,8.8362
deposit beta,39,8.8333
pdufa date,28,8.8269
personal lines,25,8.8223
health care,83,8.8052
estate cre,28,8.8004
repurchase authorization,202,8.7874
mortgage banking,39,8.7833
inventory turns,30,8.7791
lead times,42,8.7666
board authorized,57,8.7548
mid teens,176,8.7531
shares repurchased,468,8.7486
wood products,29,8.7329
private wealth,38,8.7279
fda approval,65,8.7236
footprint optimization,21,8.7217
clinical trials,26,8.7159
iii trial,34,8.7099
restaurant level,52,8.7003
property noi,76,8.6971
adverse weather,22,8.6936
short term,392,8.691
early stage,59,8.6895
subsequent quarters,31,8.6855
nonrecurring items,36,8.6758
nine months,167,8.6717
system wide,59,8.6714
ground lease,20,8.6669
unrealized losses,46,8.6447
purchase accounting,39,8.643
negatively impacting,29,8.6411
units shipped,21,8.6354
broad based,147,8.6278
did not,96,8.6255
value creation,26,8.6174
not yet,118,8.6147
advanced packaging,33,8.6053
senior secured,47,8.6035
community count,33,8.5806
used vehicle,36,8.5747
single digit,908,8.5707
leadership transition,59,8.5683
payer coverage,20,8.5585
abl facility,23,8.5459
strategic alternatives,25,8.544
monthly active,67,8.5397
shift toward,91,8.539
charge off,127,8.5365
preferred stock,38,8.5273
fee paying,21,8.5248
investment grade,128,8.5246
nonperforming assets,106,8.524
large load,46,8.5235
selling general,67,8.5207
conflict middle,33,8.5155
continuing operations,138,8.5117
public funds,26,8.4977
macroeconomic uncertainty,31,8.4885
notes issued,27,8.4853
partly offset,113,8.4785
employer services,21,8.4761
common equity,294,8.466
clinical trial,70,8.466
supply constraints,54,8.4598
fee earning,24,8.4521
distributable earnings,57,8.4504
macro uncertainty,32,8.4385
rent spreads,23,8.4332
normalized ffo,31,8.4241
returns returned,99,8.4158
assets roa,27,8.4156
effective tax,459,8.4145
book value,471,8.4139
lowest level,27,8.4137
equity rotce,25,8.4076
restructuring charges,77,8.4066
impairment charge,75,8.3948
loyalty program,60,8.3929
variable compensation,43,8.3903
real world,28,8.3821
borrowing capacity,46,8.3781
competitive pressures,30,8.3693
selling prices,83,8.3637
geopolitical uncertainty,26,8.3525
relatively flat,32,8.3386
near term,571,8.3332
criticized loans,40,8.3329
investor day,30,8.3298
drilling completion,21,8.3283
allowance credit,181,8.3274
tariff refunds,20,8.3273
earning assets,47,8.3156
not recur,21,8.3045
weather disruptions,22,8.3034
pass through,90,8.303
remained stable,56,8.3006
professional services,93,8.295
foreign currency,160,8.2925
internal expectations,143,8.2846
board declared,36,8.2812
emerging markets,29,8.2747
federal government,31,8.2692
consecutive quarters,161,8.2658
product introductions,22,8.2589
commodity prices,35,8.2573
stockholders equity,26,8.2561
first lien,59,8.2553
time charter,41,8.2419
remains authorized,78,8.2381
coming quarters,58,8.2345
store openings,59,8.2334
remained steady,22,8.221
bearing deposit,58,8.2198
current accident,23,8.2182
pretax pre,35,8.2157
service provider,38,8.213
lock volume,22,8.2126
consumer confidence,40,8.2047
nonperforming loans,98,8.2028
interest bearing,155,8.1976
trade policy,24,8.1973
quality nonperforming,23,8.189
based compensation,340,8.1838
track deliver,22,8.1816
financial flexibility,60,8.178
strategic priorities,32,8.1743
operational efficiencies,84,8.1683
commodity inflation,25,8.16
data centers,124,8.1536
common stock,108,8.1465
marketing spend,120,8.1323
mid single,630,8.1115
currency neutral,49,8.1112
split between,47,8.1062
dollar retention,46,8.1017
milestone payment,24,8.1009
bad debt,100,8.0972
weighted average,407,8.0906
customer satisfaction,33,8.0902
twenty four,22,8.0827
discontinued operations,27,8.0814
weather normalized,24,8.0786
federal reserve,20,8.0771
gain sale,90,8.065
directly impacting,20,8.0538
you look,23,8.0431
oil gas,44,8.035
north africa,22,8.0217
promotional activity,54,8.0146
mitigation actions,33,8.0102
fewer days,26,8.0095
value nav,30,8.0083
advisory fees,20,8.0057
performance obligations,63,7.9984
via dividends,88,7.9969
returned via,62,7.9899
asset light,39,7.9878
regulatory developments,26,7.9861
core ffo,142,7.9803
economic uncertainty,25,7.9802
agreements signed,27,7.9747
store noi,105,7.9659
stock based,246,7.9608
industry wide,42,7.9594
medium term,43,7.9577
nonaccrual loans,41,7.9575
payable june,21,7.9539
south america,24,7.9515
since ipo,23,7.945
subordinated debt,31,7.9238
capital expenditures,1068,7.9233
capital expenditure,191,7.9213
run rate,537,7.9163
classified loans,42,7.9111
carried interest,22,7.9089
double digits,179,7.9081
price realization,60,7.9035
payout ratio,91,7.8952
credit card,101,7.8936
fuel prices,55,7.883
tax credits,89,7.8824
second half,818,7.8747
shareholders via,58,7.8696
agent count,23,7.8691
direct consumer,111,7.8688
same property,127,7.8508
vertical integration,22,7.8277
few quarters,23,7.8271
regular quarterly,20,7.8217
milestone payments,25,7.8196
equity tier,77,7.817
attributable common,42,7.8035
cost saving,31,7.8034
greater china,51,7.7911
shares outstanding,193,7.7897
employee benefits,25,7.7814
working capital,693,7.7806
teens percent,25,7.7736
right now,61,7.7669
not anticipate,28,7.7663
hash rate,20,7.764
regulatory approval,63,7.7595
draw term,27,7.7594
six months,117,7.7574
credit losses,317,7.7511
cap rates,48,7.7445
large scale,41,7.734
leadership changes,40,7.7267
you can,45,7.7254
performance chemicals,27,7.7211
store closures,39,7.7206
stock split,20,7.7202
local currency,57,7.7157
residential mortgage,30,7.7005
atm program,33,7.7003
floating rate,62,7.7002
one time,480,7.6986
equivalents short,65,7.6976
january february,25,7.6975
base rent,61,7.6963
dividends paid,83,7.6936
eight percent,20,7.6923
build out,30,7.6858
trial enrollment,20,7.6834
earning asset,26,7.6754
longer term,71,7.6735
administrative expenses,189,7.6691
fleet utilization,47,7.6641
pull through,32,7.6542
few years,34,7.651
energy storage,24,7.6396
earnings fre,24,7.6338
low single,428,7.6282
teens percentage,61,7.6275
new hampshire,22,7.6266
new zealand,21,7.6266
direct lending,27,7.6197
tariff mitigation,43,7.6106
credit ratings,32,7.6094
strategic partnerships,50,7.6054
received fda,24,7.6052
bill ratio,159,7.5982
new york,122,7.5916
past twelve,26,7.5809
non gaap,2968,7.5794
basic diluted,25,7.5784
underlying combined,23,7.5638
capital allocation,334,7.5617
positive comps,20,7.561
user base,24,7.5578
weight loss,25,7.5568
existing clients,20,7.5556
input costs,119,7.5531
credit rating,47,7.5499
dividends buybacks,57,7.5423
held sale,49,7.5399
point drag,35,7.5369
cost goods,103,7.5198
remains track,70,7.5174
noncash stock,22,7.513
equity raise,25,7.5107
dividend declared,79,7.505
capital employed,21,7.5003
shipment timing,31,7.4983
inventory write,34,7.4975
rmb rmb,26,7.4969
debt paydown,30,7.4954
life insurance,33,7.4925
oil prices,37,7.4917
buyback program,70,7.4906
nearly doubled,50,7.4889
credit quality,124,7.4883
synergy target,33,7.4808
deposit balances,59,7.4776
credit facility,372,7.4767
preferred equity,40,7.476
strategic review,53,7.4705
explicitly cited,35,7.4652
back half,134,7.4649
dealer inventory,35,7.4563
agreement signed,27,7.4393
portfolio composition,45,7.4284
product launches,206,7.4242
power generation,43,7.4221
commercial real,126,7.4072
performing assets,23,7.4049
new jersey,36,7.4042
return tangible,82,7.4018
workforce reduction,37,7.3956
provision credit,121,7.3914
phase trial,44,7.3879
equity roe,27,7.3766
historical levels,28,7.376
back office,20,7.3751
new logo,21,7.3751
unlevered free,23,7.3729
five years,157,7.3714
cost controls,71,7.3616
single family,20,7.3594
asset quality,69,7.3593
high teens,103,7.3521
headcount reductions,23,7.3517
price asp,21,7.351
performance coatings,23,7.3464
return invested,49,7.3432
several years,55,7.3401
mix shift,196,7.3268
free survival,23,7.324
pricing actions,166,7.3214
digital transformation,30,7.3204
payer mix,42,7.3183
combined ratio,203,7.315
common shareholders,49,7.3071
equity issuance,41,7.2998
wins secured,25,7.2995
rate cuts,82,7.2937
sheet strength,33,7.2898
loans held,81,7.2888
repurchase program,186,7.2837
contract awards,31,7.2798
average ticket,29,7.2797
proceeds used,27,7.2771
vegetation management,27,7.2743
authorization board,40,7.2698
divestiture proceeds,22,7.2679
customer concentration,45,7.2654
highest level,45,7.2591
track completion,25,7.2516
facility consolidation,22,7.2496
dividend policy,100,7.2477
noninterest expense,240,7.2463
europe asia,36,7.2457
inventory build,60,7.244
ten years,29,7.2432
tariff impacts,80,7.2426
remaining authorized,25,7.2407
gold production,44,7.2371
productivity improvements,39,7.2347
progression free,27,7.2334
recent acquisitions,98,7.2332
home health,30,7.2328
upcoming quarters,25,7.2238
debt repayment,84,7.2184
now exceeds,29,7.2099
several quarters,30,7.2057
ended june,75,7.2041
subscription arr,34,7.2018
performing loans,23,7.1969
productivity gains,73,7.1921
less favorable,48,7.1875
three years,215,7.1846
basis points,5444,7.1824
same restaurant,37,7.1815
competitive pressure,30,7.1725
pending regulatory,31,7.1679
price increases,245,7.1678
future periods,20,7.1603
loan originations,85,7.1587
are seeing,55,7.1577
favorable foreign,39,7.157
production ounces,35,7.1545
among top,21,7.151
revolver capacity,47,7.1499
key drivers,21,7.1449
available liquidity,128,7.1395
quality metrics,25,7.1394
all sustaining,24,7.1385
per ounce,112,7.1312
our ability,22,7.1308
industry leading,24,7.1263
remained flat,68,7.1246
fed rate,40,7.1224
class shares,26,7.1207
attach rate,21,7.1206
sell through,49,7.1206
authorization remaining,45,7.1146
sba loan,26,7.1112
non performing,55,7.105
below historical,36,7.0989
silver production,21,7.0939
marking consecutive,63,7.0923
average fico,20,7.0861
policy changes,29,7.0831
atm equity,22,7.0811
remains unchanged,46,7.0788
per barrel,113,7.0719
partnerships announced,21,7.0686
repurchases shares,294,7.0629
project delays,27,7.0541
accident loss,24,7.0521
high single,467,7.0515
mix shifts,54,7.0357
all regions,41,7.0355
quarterly dividend,335,7.0347
copper production,32,7.0336
internal targets,26,7.0296
per pound,72,7.0243
diluted eps,799,7.0188
advertising spend,22,7.0162
ahead plan,31,7.0121
order book,79,7.0108
specialty insurance,27,7.0084
selling marketing,44,7.0055
most recent,44,7.0002
now represent,26,6.9939
attributable shareholders,22,6.9876
held investment,85,6.9861
deferred tax,48,6.9852
operational efficiency,141,6.9803
management reiterating,22,6.9788
undrawn credit,40,6.9762
asset monetization,21,6.9755
exceeding internal,40,6.9596
pre tax,81,6.9593
weighted toward,28,6.9579
marking highest,41,6.9496
debt maturities,72,6.9438
gross profit,1098,6.9426
same period,292,6.9407
per gallon,55,6.9312
phase study,25,6.9291
economic return,29,6.9206
buybacks dividends,37,6.9189
across all,247,6.9169
remain elevated,46,6.9162
units sold,32,6.9157
across multiple,55,6.9126
paid dividends,48,6.9036
point headwind,125,6.903
commercial aftermarket,31,6.9029
slightly below,90,6.8952
first nine,123,6.8889
average daily,95,6.8887
cash equivalents,778,6.8854
coming months,36,6.8792
gas prices,34,6.8737
low double,157,6.8728
per mmbtu,28,6.8723
deals closed,20,6.8708
leverage ratio,465,6.8688
sale proceeds,41,6.8667
consumer banking,21,6.8656
shareholder return,63,6.8604
post close,23,6.8534
cash flow,4453,6.8449
management expressing,20,6.8413
healthcare solutions,23,6.8327
reserve development,40,6.8309
tax rate,892,6.8274
residential construction,20,6.8263
managed services,29,6.8262
tariff exposure,79,6.8258
cost savings,377,6.824
upper end,96,6.8239
share repurchases,1429,6.8227
board approval,24,6.8155
free cash,2885,6.8138
effective january,37,6.8131
loan origination,41,6.8106
management expects,839,6.8092
explicitly stated,40,6.8008
risks ceo,148,6.7987
product innovation,120,6.7963
operational improvements,67,6.796
third consecutive,107,6.7927
facility availability,22,6.7866
weak demand,21,6.7787
seasonal working,25,6.7766
uncertainty around,28,6.7756
strategic focus,62,6.769
selling price,87,6.7675
efficiency gains,89,6.7667
first half,596,6.7632
basis point,1098,6.7595
highest quarterly,76,6.7579
liquidity position,136,6.7564
merger related,45,6.7558
automotive industrial,20,6.7553
funds operations,35,6.7541
loan balances,82,6.7477
since start,33,6.7459
leasing activity,56,6.7451
daily active,20,6.7426
two years,205,6.7402
setting record,22,6.7353
per ton,173,6.734
unrestricted cash,89,6.7302
repurchases dividends,121,6.726
efficiency ratio,212,6.7241
two fewer,25,6.7199
percentage point,166,6.7181
annualized run,53,6.7177
credit facilities,52,6.7102
partially offsetting,25,6.7088
loan yields,45,6.7083
net promoter,38,6.7052
comparable store,63,6.7048
shipment volumes,21,6.7019
management emphasized,77,6.7017
income nii,57,6.6941
wind down,53,6.6875
four quarters,56,6.6846
restricted cash,130,6.6822
digit percentage,157,6.6808
average selling,128,6.6706
annual recurring,103,6.669
nim expanded,21,6.6681
capital ratios,87,6.6674
cost reductions,165,6.663
rate case,60,6.6619
partial offset,22,6.6591
bringing date,22,6.6564
said expect,38,6.6562
data showed,22,6.6546
digit percent,57,6.6521
reducing outstanding,22,6.6513
client retention,27,6.6436
renewal rates,36,6.6379
progress toward,24,6.6374
five percent,29,6.6281
subscription run,23,6.6259
outstanding shares,86,6.6235
private equity,67,6.6163
low teens,38,6.616
customer experience,40,6.6088
nine month,23,6.6081
debt repaid,33,6.6074
cited drivers,22,6.6054
existing customers,41,6.6049
grew organically,36,6.6036
operational execution,47,6.5991
ended september,35,6.5931
late early,33,6.5875
repurchases spent,20,6.5842
cost discipline,91,6.5821
input cost,65,6.5756
cap rate,70,6.5713
position ended,75,6.5708
management expressed,20,6.57
under review,38,6.5646
repurchase shares,115,6.5638
expenditures invested,24,6.5633
sequential improvement,155,6.5584
nearly doubling,22,6.5571
can you,20,6.5555
contract wins,33,6.5423
share repurchase,649,6.5391
now represents,21,6.5338
last twelve,75,6.5272
special dividend,30,6.5249
three times,62,6.5232
excluding notable,39,6.52
stock repurchased,46,6.519
digital advertising,25,6.5153
debt refinancing,70,6.514
dividend payout,28,6.5133
fund operations,36,6.5131
repurchases repurchased,107,6.5096
past months,32,6.5092
productivity initiatives,49,6.4988
force expansion,40,6.4952
management reiterated,143,6.4929
time items,50,6.4877
delinquency rate,32,6.486
now comprising,29,6.4849
unfavorable mix,45,6.4844
specialty products,38,6.484
you see,22,6.481
under construction,55,6.4803
persist through,25,6.4717
according ceo,22,6.4708
financial services,96,6.4674
management flagged,25,6.4667
not expect,58,6.4637
well below,60,6.4625
cost control,84,6.4619
dividend payable,24,6.4589
cost pressures,101,6.4563
continued softness,30,6.456
its highest,26,6.4547
per day,629,6.4481
tier ratio,47,6.4479
cost structure,120,6.4438
noninterest income,262,6.4431
repurchased during,97,6.4419
above historical,30,6.4402
return equity,144,6.4385
remaining authorization,28,6.4301
insurance proceeds,21,6.4282
health insurance,21,6.4254
allocation strategy,22,6.4244
stated expect,53,6.4225
equity offering,24,6.4123
product lines,79,6.4102
guidance assumes,73,6.4077
expected contribute,65,6.4025
low mid,155,6.4018
after accounting,35,6.4015
interest expense,568,6.4007
headcount reduction,37,6.3999
capital deployment,153,6.3999
personnel costs,42,6.3955
portfolio fair,37,6.3865
are being,65,6.3847
flow generated,211,6.3841
take rate,73,6.3809
coverage ratio,85,6.3798
strategic partnership,27,6.3781
investment banking,38,6.3777
portfolio size,37,6.3744
wealth management,106,6.3706
cre loans,24,6.3691
slightly above,82,6.3653
loss narrowed,23,6.3638
acquisition closed,79,6.3605
continued weakness,24,6.3595
point improvement,187,6.3578
weather related,51,6.3548
guidance incorporates,32,6.3528
all time,174,6.3464
management attributing,43,6.3442
boe per,36,6.3418
negative effect,23,6.3355
step down,41,6.3293
debt maturity,58,6.3291
non accrual,29,6.3267
remain stable,28,6.3249
cash hand,92,6.3238
expected normalize,29,6.3138
excluding special,26,6.3086
modest sequential,21,6.3074
provided operations,21,6.3038
interest earning,21,6.3022
barrels per,127,6.3003
assets under,137,6.2983
maintenance capex,30,6.2982
under revolving,22,6.2943
management cautioned,33,6.2925
average coupon,21,6.2914
past three,27,6.291
aisc per,24,6.2873
adjusted ebitda,5409,6.2862
fell short,21,6.2854
percentage points,454,6.2828
refinancing activity,23,6.2798
asset sale,70,6.2789
trailing months,40,6.2784
used operations,39,6.2768
exchange rates,34,6.2761
cited key,35,6.2752
origination volume,32,6.2649
commercial auto,37,6.2631
tax benefit,111,6.2613
value added,68,6.2538
expected recur,20,6.2455
upper half,21,6.2453
credit enhanced,28,6.2436
tier one,31,6.2433
program authorized,29,6.2424
administrative expense,67,6.2316
period ending,43,6.2313
management expecting,103,6.231
stock repurchase,42,6.2279
restructuring charge,33,6.2236
commercial industrial,73,6.2232
years ago,45,6.2211
private markets,35,6.216
structure actions,20,6.2115
stated goal,23,6.2089
maturity years,20,6.2086
related disruptions,23,6.206
management stating,145,6.2042
four years,67,6.2033
regulatory progress,26,6.1976
average earning,24,6.1907
acquisitions completed,52,6.1853
service agreements,25,6.1846
tariff impact,209,6.1834
margin compression,122,6.1832
available distribution,29,6.1826
repurchased shares,79,6.182
grow low,29,6.1748
remaining under,57,6.1747
portfolio companies,26,6.1738
reaching record,37,6.1731
real time,42,6.1729
competitive pricing,30,6.1649
commodity price,26,6.1644
all segments,72,6.1625
rate swaps,21,6.1563
four percent,20,6.1525
number one,28,6.1512
authorization remains,36,6.1485
expected generate,48,6.1443
large enterprise,20,6.1418
per share,4464,6.1406
pricing discipline,29,6.13
geographic performance,37,6.128
expected convert,20,6.1277
commercial team,27,6.1271
not included,49,6.1244
prior periods,69,6.1174
fully diluted,72,6.1115
cost synergies,63,6.1089
savings realized,25,6.1063
only partially,27,6.1043
unsecured debt,31,6.1022
restructuring actions,27,6.0999
gross margin,3367,6.0991
efficiency improvements,29,6.096
operating activities,128,6.0946
geographic expansion,39,6.0931
mainly due,411,6.0924
freight rates,20,6.0919
direct channel,22,6.0915
expected grow,131,6.0854
gbp billion,22,6.084
ended march,46,6.0826
fee related,70,6.0795
consecutive positive,46,6.0768
return returned,41,6.0763
six month,21,6.0758
one third,161,6.0731
management noting,116,6.0705
top five,33,6.0684
not include,20,6.0676
three quarters,59,6.0591
ceo transition,24,6.0579
management anticipates,98,6.0555
segment faces,21,6.055
order timing,41,6.0494
innovation pipeline,34,6.0488
estate loans,34,6.0479
primarily due,819,6.0471
management confirmed,116,6.0456
dividend payments,57,6.0448
management reports,21,6.0418
shareholders through,65,6.0381
available under,54,6.0368
project execution,23,6.0294
customer engagement,48,6.0275
average price,366,6.0265
guidance revision,27,6.0252
annual run,62,6.0247
portfolio diversification,21,6.0152
prior period,711,6.0128
products launched,28,6.0107
directly reported,34,6.0098
capital structure,115,6.0073
earnings per,1028,6.0069
under authorization,45,6.006
product mix,389,6.0051
retention rate,152,6.0051
disciplined cost,36,6.0032
bringing total,61,6.0006
operating expenses,1277,5.9965
equivalents totaled,23,5.996
gross billings,44,5.9954
projected grow,38,5.9908
pipeline progress,44,5.9899
fourth consecutive,66,5.9895
roughly flat,56,5.9874
dollar based,28,5.9854
nav per,38,5.9827
invested assets,22,5.9816
tangible equity,38,5.9809
management acknowledged,85,5.973
payment timing,22,5.9726
guided range,56,5.9724
excluding noncash,21,5.9724
affo per,48,5.9718
ffo per,183,5.9651
private credit,56,5.96
geographic mix,34,5.955
strategic initiatives,60,5.9477
convertible debt,47,5.9449
return shareholders,38,5.9425
now live,20,5.9416
excluding merger,28,5.9413
expected deliver,73,5.9401
cost absorption,20,5.9351
order trends,23,5.9329
distribution center,30,5.9328
technology investments,79,5.9314
invested capital,72,5.9313
management indicated,91,5.931
portfolio optimization,47,5.9304
shareholders record,51,5.929
times times,20,5.9239
new hires,31,5.9226
stock compensation,31,5.9182
flow conversion,168,5.9139
america europe,29,5.9087
annualized savings,54,5.9076
commercial vehicle,25,5.9071
since launch,59,5.9064
restructuring savings,33,5.9064
sustaining capital,29,5.905
due absence,39,5.9027
operational flexibility,20,5.9025
asset impairment,20,5.9007
home equity,38,5.8981
diluted share,936,5.894
expenditures totaled,30,5.8926
unfavorable product,36,5.8876
structural cost,23,5.8874
grow mid,25,5.8863
repurchased average,134,5.886
regional performance,44,5.8844
current authorization,35,5.8822
international markets,63,5.8816
pretax income,107,5.8806
compared ago,78,5.8798
per diluted,872,5.8776
flow outflow,24,5.877
clinical data,45,5.8747
capital needs,40,5.87
setting new,44,5.8669
financial results,43,5.8587
conversion rates,50,5.8566
cost inflation,92,5.8562
repurchase activity,64,5.8561
rate cut,23,5.8546
risk based,64,5.8535
common unit,23,5.8526
versus prior,518,5.8502
sales force,95,5.8501
tariff related,113,5.8497
second consecutive,77,5.8476
debt issuance,35,5.8457
reported constant,103,5.8436
favorable mix,83,5.8426
achieved record,87,5.8412
days days,24,5.8358
inventory levels,61,5.8345
indicating continued,50,5.8317
absence prior,35,5.8306
consecutive double,40,5.8266
risk weighted,21,5.8248
mid high,169,5.824
expenditures capex,53,5.8233
two quarters,65,5.8231
targeted completion,23,5.8164
highest since,29,5.8123
cash position,463,5.8048
new stores,113,5.8029
term investments,180,5.8018
rate sensitivity,24,5.8005
cash burn,71,5.8001
volume declines,74,5.795
demand weakness,24,5.7907
last week,21,5.7906
management highlighted,146,5.7891
compared prior,849,5.7871
manufacturing capacity,44,5.785
margin nim,135,5.7849
surpassing high,30,5.7826
management commentary,40,5.7805
equity tangible,33,5.7774
sales chf,21,5.7769
comprised total,59,5.775
consumer spending,20,5.7731
both segments,62,5.7726
