bigram,frequency,pmi
evan greenberg,121,14.8366
sarah gheuens,91,14.8365
sarah oughtred,64,14.8365
chad beynon,272,14.8344
chad fugier,26,14.8344
mary barra,100,14.8334
bluebird satellites,30,14.8332
churchill downs,32,14.8313
risinger leerink,60,14.8305
mikus melius,54,14.8304
sanjay shresta,30,14.8292
sanjay mirchandani,88,14.8292
walt hulse,23,14.8278
ingrid goldberg,26,14.8268
casey crenshaw,54,14.8258
catalent indiana,44,14.8257
andrea alfonso,25,14.8255
alicia reese,24,14.825
baldur gate,36,14.8247
vandrick scotiabank,21,14.8242
crockett rosenblatt,30,14.8241
himanshu gupta,32,14.8235
chuck kyrish,67,14.8229
erik brje,54,14.8229
heath fountain,24,14.8211
adrian ding,82,14.8206
huntsville alabama,25,14.8205
shannon doherty,23,14.82
glenn fogel,115,14.8157
jaime katz,79,14.8155
philip fracassa,66,14.8148
jessica macomber,56,14.8144
bishop bonello,28,14.8141
louis kurnos,40,14.8129
opioid sparing,20,14.8129
marco levi,22,14.8126
elizabeth porter,216,14.8112
mann packing,22,14.8111
unmuted locally,54,14.8111
chad richison,180,14.8106
karla lewis,50,14.81
derek sommers,60,14.8098
las vegas,1036,14.8096
kurt bitting,32,14.8094
vince sadusky,70,14.8087
ian zaffino,94,14.8076
kendall scouten,26,14.8061
erik holmlin,84,14.8058
las chispas,20,14.8055
jessica fye,184,14.8035
kartik mehta,110,14.8032
metabolic dysfunction,31,14.8026
nonalcoholic beverages,27,14.802
nathaniel quinn,48,14.8012
wine spirits,89,14.8006
grampp northland,21,14.8006
christian lown,29,14.8005
allison marino,20,14.8001
contractually obligated,24,14.7999
trevor allinson,127,14.7994
chad zamarin,77,14.7974
louise dodd,52,14.7971
mexican peso,87,14.7951
colville scotiabank,50,14.7937
indefinite quantity,28,14.7935
trevor romeo,89,14.7889
unmanned aerial,51,14.7886
vincent pilette,26,14.7878
bcma bispecific,20,14.7835
seth runser,54,14.7828
seth estep,22,14.7828
seth basham,85,14.7828
rahul goyal,29,14.7821
billy fitzsimmons,41,14.7793
brayer cantor,41,14.7792
erik suppiger,32,14.7785
donald pizzella,23,14.7712
diamondrock hospitality,26,14.7707
derek soderberg,53,14.7702
lisa gill,170,14.7681
rodney antal,25,14.768
benjamin soff,33,14.7676
ted goldthorpe,26,14.7671
gerard sweeney,133,14.7657
honor kings,36,14.7657
billy gifford,72,14.7639
luis aguilera,28,14.7636
liam blackledge,26,14.7614
saori casey,40,14.7605
drew crum,73,14.7585
christian mayer,95,14.7575
lydia liu,24,14.7573
weiser davidson,98,14.7565
travis steed,207,14.7562
sanjay sakhrani,269,14.756
russell weiner,100,14.7549
rayna kumar,74,14.7528
dayal wainwright,58,14.7524
sanjay chowbey,52,14.7483
cantor fitzgerald,722,14.7463
deb hart,23,14.7461
brain mets,28,14.7454
sanjay keswani,33,14.7443
palmer proctor,23,14.7428
exane bnp,128,14.7417
saumya jain,31,14.7411
rajat gupta,153,14.7403
uber eats,82,14.7375
laurence fink,31,14.7374
grondahl northland,45,14.7366
vivid seats,50,14.7365
stitch fix,93,14.7363
selvaraju wainwright,34,14.7363
guillermo novo,83,14.7345
bishop hovde,36,14.7339
christophe beck,100,14.7312
jan moller,201,14.7309
undue reliance,477,14.7305
travis edmondson,22,14.7301
pga tour,21,14.7293
ndaa compliant,36,14.7293
conor cunningham,244,14.7252
herbert nappier,25,14.7248
erin kane,49,14.7234
warner brothers,39,14.7198
clark lampen,126,14.7174
chuck boynton,32,14.7173
saharan africa,38,14.7161
seth ravin,42,14.7156
wertheimer melius,57,14.7133
dana telsey,310,14.7117
leg stool,46,14.7115
erik hoag,37,14.7104
decorative architectural,40,14.7095
susan maklari,231,14.7093
eliot clark,20,14.7084
ramon mas,25,14.7082
fermi wang,67,14.7078
russell torres,21,14.7073
ruben roy,135,14.7031
heath fear,72,14.7031
ram krishnan,32,14.7017
allen lutz,93,14.7006
upb unpaid,22,14.7005
nathan mccurren,22,14.6989
marty bonick,22,14.6985
leslie hale,45,14.697
stretch imagination,24,14.6961
seth sigman,144,14.6953
benjamin porten,97,14.6951
vleeschhouwer griffin,38,14.6931
walter liptak,49,14.6926
resistant ovarian,79,14.6924
travis lan,66,14.6921
jose mas,107,14.6917
owens corning,41,14.6912
lip tan,52,14.6903
haynesville bossier,20,14.6897
bipolar disorder,39,14.6864
simon griffiths,38,14.6856
christine cho,128,14.6854
chuck cerankosky,49,14.6835
circuit breakers,24,14.6832
chirag patel,51,14.6814
derek archila,26,14.6814
cirrus logic,26,14.6811
ashim gupta,80,14.6803
tyson bauer,41,14.6799
wood neblett,22,14.679
seamus fernandez,88,14.677
karl ackerman,226,14.6758
taylor zick,20,14.6752
lateral lengths,74,14.6729
rajesh vennam,22,14.6725
vincent angotti,24,14.6724
lance tucker,50,14.6717
shields keefe,33,14.6707
singles doubles,75,14.67
phil fecassa,27,14.6697
prolactin receptor,24,14.667
jordan lyonnais,71,14.6667
donald fandetti,42,14.6655
triple dipper,27,14.6639
theodore neill,45,14.6617
jailendra singh,180,14.6614
jairam nathan,36,14.6594
severe hypertriglyceridemia,40,14.6593
simon meester,53,14.6586
harley finkelstein,109,14.6568
lump sum,67,14.6553
austria switzerland,24,14.6537
erik staffeldt,32,14.653
otter tail,70,14.6519
cronin canaccord,43,14.6517
kate bueker,48,14.6509
annette burns,44,14.6502
jared wolff,87,14.6502
evans crockett,33,14.6494
alain emmanuel,23,14.6481
ash verma,70,14.6473
simona king,29,14.647
davis ravnaas,26,14.6464
airline reporter,74,14.6456
grant chum,56,14.6443
nicholas woodman,48,14.6434
joel fishbein,67,14.6426
redburn atlantic,133,14.6423
mss crc,20,14.6409
nicholas sherwood,21,14.6398
erik heuser,44,14.6385
param singh,29,14.637
chad lundberg,27,14.6351
sunny lin,31,14.6343
jak inhibitors,51,14.634
frederick vogt,35,14.6317
vincent arnone,35,14.6317
terrell tillman,33,14.6316
gil blum,61,14.6312
greenfield lightshed,41,14.631
rainy river,99,14.6307
hurricane helene,185,14.6306
jin cheng,32,14.6294
martinez hsbc,45,14.6277
dylan carden,155,14.6262
augustus parks,21,14.6261
riddick sidoti,39,14.6253
terence mcevoy,21,14.6245
proto labs,161,14.6243
heated tobacco,20,14.6231
golf grounds,37,14.6226
tyler sloat,89,14.6216
glenn keeler,24,14.6212
taylor dewalch,26,14.6207
pma premarket,30,14.6199
shagun singh,83,14.6193
mcginniss scotiabank,55,14.6174
rachel glaser,23,14.6166
tunnel ridge,50,14.6159
hockey stick,121,14.6157
rhode island,91,14.6153
joel smejkal,29,14.615
pig iron,33,14.6136
ross muken,23,14.6134
simon khalaf,58,14.6128
abhishek jain,36,14.6089
monoclonal antibody,134,14.6072
madeline brooks,43,14.6062
beijing shanghai,21,14.6061
seth seifman,231,14.6011
julie winkler,31,14.6008
vincent caintic,79,14.5998
ultra wideband,41,14.5974
auvelity sunosi,58,14.5945
raj subramaniam,40,14.5939
barrett heffern,25,14.5937
savageaux northland,41,14.5937
disney pixar,21,14.5928
parks tuohy,41,14.5913
shelby trough,66,14.5895
inder singh,41,14.5891
andre gala,28,14.5876
amanda baldwin,31,14.5869
grayson kessinger,20,14.5851
grass seed,45,14.583
barry broadus,35,14.5804
barry balfe,45,14.5804
receptor agonist,113,14.5803
randall fowler,31,14.5791
ronald lataille,26,14.5784
glen hauenstein,65,14.5754
sneak peek,29,14.5722
midscale trains,21,14.5716
robbie marcus,164,14.5711
nerve graft,49,14.5702
austin wurschmidt,119,14.5692
francois morin,20,14.5687
larry chlebina,37,14.5663
asphalt paving,38,14.5636
harry sommer,153,14.5629
neal froneman,21,14.5622
chuck divita,52,14.5611
nanox arc,106,14.5592
proxy contest,23,14.5592
joel quadracci,66,14.5586
van domelen,23,14.5585
van buren,91,14.5585
van wagener,37,14.5585
van dafoe,20,14.5585
van denabeele,36,14.5585
van saun,50,14.5585
van rhee,135,14.5585
van dijkum,200,14.5585
van sinderen,152,14.5585
van everen,53,14.5585
van winkel,24,14.5585
sheryl denise,52,14.5583
badger meter,43,14.5573
sanjay datta,106,14.5571
bang buck,31,14.5569
electro optics,33,14.5564
acacia hcm,35,14.5563
brendan maiorana,113,14.5559
anil singhal,20,14.5553
elliott gunther,51,14.5525
tia maria,100,14.5505
shrader btig,20,14.549
trevor lowry,53,14.5481
dennis woodside,111,14.5478
nicole stokes,39,14.5473
pleasantly surprised,106,14.5454
barry hytinen,81,14.5452
osat outsourced,24,14.5448
polyethylene polypropylene,27,14.5443
twin brook,29,14.5412
bradley wiemann,21,14.5411
statistical significance,86,14.5393
gregory garrabrants,51,14.5392
curt nagle,28,14.5361
astera labs,49,14.5353
tyler radke,244,14.5346
orexin receptor,50,14.5304
pfizer pfe,21,14.5297
brandon rolle,25,14.5275
brandon couillard,80,14.5275
brandon gall,48,14.5275
brandon potthoff,27,14.5275
ross osborn,80,14.5259
denise garcia,59,14.5257
alfred ritchie,42,14.5256
grand theft,108,14.5216
barry diller,71,14.5207
tycho peterson,191,14.5201
allison aden,42,14.52
lithium carbonate,34,14.5194
mac mcfarland,69,14.5173
lynn asher,44,14.5166
ming yang,74,14.5157
savneet singh,82,14.5151
gil tanquilut,24,14.5148
apples apples,374,14.5146
surround adas,53,14.514
robin farley,341,14.5134
gregory zingone,26,14.5128
gena wang,90,14.5121
jordan alliger,140,14.5106
crispin elliot,25,14.5099
frozen novelty,23,14.5097
douglas coltharp,26,14.5093
kyle boucher,23,14.5089
kyle bauser,20,14.5089
kenneth hsiang,27,14.5089
kyle lorentzen,22,14.5089
kyle wismans,47,14.5089
kyle gano,47,14.5089
souda leerink,71,14.5063
mary winn,21,14.5059
harsco environmental,27,14.5035
recipe mixes,21,14.5026
julia donnelly,41,14.5015
vince sorgi,48,14.5008
frozen vegetables,39,14.4978
coking coal,22,14.4974
williams sonoma,144,14.4968
fragile syndrome,42,14.4942
army corps,45,14.4939
cris kennedy,67,14.4925
barry sloane,111,14.4921
benjamin heraud,33,14.4901
erik lapinski,88,14.4879
baseball analogy,37,14.4876
sub saharan,39,14.4873
van hof,330,14.486
gresser bnp,23,14.4858
brandon oglenski,168,14.4852
softwood lumber,20,14.485
trey bowers,34,14.485
joel hurwitz,105,14.4834
gordon hardie,84,14.4831
bruce monrad,20,14.4823
bruce wacha,91,14.4823
bruce hauk,20,14.4823
bruce patsey,20,14.4823
uranium enrichment,25,14.4817
jennifer taubert,31,14.4798
gregory lovins,32,14.4797
generalized anxiety,22,14.4775
jorge gonzalez,44,14.4753
orexin agonist,25,14.4734
austin moeller,100,14.4723
wang haijun,80,14.4715
ariel rosa,37,14.4712
storm fern,168,14.4703
gumi fab,20,14.468
kyle sauers,34,14.4671
erik rasmussen,25,14.4668
hosseini susquehanna,30,14.4668
zach fadem,49,14.4651
privacy sandbox,38,14.4649
jennifer witz,93,14.4644
bruce bodine,154,14.4637
keuk kim,20,14.4635
workplace furnishings,63,14.4627
larry biegelsen,229,14.4608
barry gosin,46,14.4601
harry rubenstein,21,14.4591
newborn screening,40,14.4559
ionis pharmaceuticals,44,14.455
bhonsle btig,35,14.4526
randy thiel,22,14.4517
berrigaud stifel,25,14.4505
cameron hyzer,30,14.4488
douglas palladini,24,14.4482
bye bye,128,14.4477
cohen ladenburg,64,14.4453
evan spiegel,42,14.4447
luca savi,45,14.4427
jamie beggs,23,14.4425
jamie samath,66,14.4425
kupinski noble,25,14.4422
kenneth bedingfield,21,14.4418
gregory francfort,98,14.4404
ying huang,42,14.4401
roger penske,73,14.4398
cristina fernandez,54,14.4396
scratching surface,169,14.4389
duty drawback,56,14.4367
marshall mccrea,54,14.4365
jorge garcia,58,14.43
sanjit singh,222,14.4284
drew labenne,38,14.4281
veeco instruments,23,14.4269
nano dimension,30,14.4268
hammell anderson,28,14.4241
anderson schock,37,14.4241
yulico scotiabank,60,14.4232
brendan nosal,160,14.4184
heinbockel guggenheim,121,14.4167
kyle jenne,30,14.4158
charlie lederer,45,14.4156
gregory renza,45,14.4152
jared shaw,195,14.4139
shyam sankar,57,14.4138
jacob levinson,30,14.4134
braatz kansas,22,14.4128
bruce jermeland,20,14.4119
jennifer scanlon,41,14.4111
aortic valve,20,14.4107
bruce labovitz,39,14.4102
albert giglia,30,14.4093
areal density,35,14.4091
lewy body,35,14.4089
interventional glaucoma,73,14.4074
adient plc,38,14.407
anita zhu,20,14.4062
ron vachris,134,14.4053
ding hsbc,43,14.4051
gumport bnp,33,14.4046
pete verdult,20,14.4046
hanging fruit,232,14.404
allen dang,92,14.4034
bruce mcclelland,71,14.4032
persian gulf,35,14.4018
diamond rapids,28,14.4013
jennifer hamann,53,14.4004
pop demon,22,14.4001
mamtani riley,55,14.3997
composite decking,43,14.3992
pulmonary hypertension,40,14.3977
jennifer klobnak,34,14.3974
liam fitzpatrick,32,14.3954
bruce flatt,32,14.3948
pentair plc,24,14.3926
kim kelderman,79,14.3922
spray foam,28,14.3909
mckenzie seaport,34,14.3907
majors susquehanna,44,14.3881
hanbury brown,20,14.3874
douglas faller,23,14.3868
jennifer honeycutt,45,14.3867
cory carpenter,129,14.3846
grey alliance,46,14.3838
laying groundwork,130,14.3833
spatial biology,132,14.3832
liron sharon,26,14.3813
amy friedrich,20,14.3811
joshua lev,25,14.3811
suneja guggenheim,20,14.3805
gerbrand van,53,14.3795
acting meloxicam,22,14.3782
ballistic missile,38,14.3764
canopy usa,66,14.3758
brandon nispel,36,14.3755
bruce hausmann,39,14.3754
scratched surface,35,14.3749
erin brewer,96,14.3747
gregory heckman,56,14.3746
committee medicinal,31,14.3736
sanjay shrestha,51,14.3723
phillip frost,47,14.3718
edible garden,21,14.3711
liren chen,46,14.3707
mss colorectal,30,14.3701
iwanyc oppenheimer,25,14.37
hormone deficiency,47,14.3698
mitchell krebs,60,14.3691
magino mill,20,14.367
everett cunningham,38,14.3669
ron yekutiel,37,14.3668
taylor pickett,88,14.3664
simon leopold,109,14.3663
dwayne louis,56,14.3662
pulmonary fibrosis,25,14.3654
gene mannheimer,29,14.3654
ted decker,61,14.3651
stephan dudas,37,14.3644
angela aman,99,14.3631
tgf beta,42,14.3627
sumit roy,176,14.3624
edward czajka,28,14.3606
edward baltazar,136,14.3606
wallace kou,21,14.3602
manav gupta,326,14.3582
msmb tpv,21,14.3554
terry mcevoy,49,14.3546
zener seaport,63,14.3545
casual dining,140,14.3527
brandon folkes,62,14.3524
nccn guidelines,102,14.3509
brandon vazquez,144,14.3487
humanoid robots,56,14.3484
mini beans,21,14.3483
isolation substitute,232,14.3469
alec kaplowitz,60,14.3468
theodore hanson,29,14.3439
pluggable optics,50,14.3435
kenneth hvid,41,14.3429
prahlad singh,20,14.3419
sibal seaport,22,14.3405
calvin butler,63,14.3383
medicine mindmed,27,14.3333
harry potter,27,14.3292
woody lay,97,14.3287
ross seymore,206,14.3284
ivy hill,33,14.3274
ethylene oxide,32,14.3256
diabetic peripheral,20,14.3256
wes cummins,125,14.3245
mick farrell,24,14.324
glenn sanford,50,14.3226
rare earths,48,14.3225
rajiv sharma,23,14.3218
pure barre,42,14.3218
nccn guideline,27,14.3212
fine grained,25,14.3211
erin wright,172,14.321
peng zhao,23,14.3193
nbc peacock,21,14.3193
pete skibitski,55,14.3176
recordable incident,91,14.3151
precious metals,240,14.3123
beta bionics,49,14.311
rna editing,56,14.3105
obstructive sleep,87,14.31
rohleder manager,27,14.3079
phil nadeau,60,14.3071
karl fails,28,14.3046
bernard mccracken,26,14.3043
acute pancreatitis,105,14.3042
sheryl palmer,88,14.3028
seth bergey,86,14.3021
benjamin mayhew,21,14.3019
ronald sayer,53,14.301
michele kaplan,28,14.3007
susie lisa,31,14.3005
chronic spontaneous,29,14.3004
joshi wainwright,35,14.2989
brandon ribar,23,14.2962
karyopharm therapeutics,21,14.2945
paradise island,29,14.2944
shankar viswanathan,40,14.2918
truecut motion,38,14.2912
san ciprian,23,14.2904
san mateo,69,14.2904
golden triangle,33,14.2886
samuel newitter,35,14.2875
helen shan,22,14.2868
hong hou,64,14.2866
jenny parmentier,29,14.2858
humanoid robot,43,14.2825
prateek singh,25,14.282
ron gusek,89,14.2811
lampen btig,77,14.2782
egfr mutant,23,14.2769
brice hill,96,14.2753
calvin klein,59,14.2752
divan guggenheim,33,14.2751
receptor antagonist,33,14.2733
mylowe rewards,27,14.2726
joshua buchalter,115,14.2712
brent guerisoli,28,14.271
brent penter,59,14.271
brent yeagy,34,14.271
conn davis,20,14.2679
imbro stephens,44,14.2668
ltv cac,177,14.2658
jennifer rumsey,62,14.2641
garro stephens,23,14.2626
emmanuel papadopoulo,23,14.2611
rag bone,29,14.2609
neither promises,42,14.2606
simon clinch,58,14.2582
takeoff landing,28,14.2574
lawn garden,57,14.257
brent thill,382,14.256
frederick borden,32,14.2558
sakhrani keefe,25,14.2548
rohit verma,23,14.254
tailings dam,22,14.2529
darout bmo,41,14.2526
navann bnp,22,14.2518
urban outfitters,45,14.2515
franzreb sidoti,36,14.2515
corn soybeans,31,14.2501
haystack mrd,31,14.2486
seth blackley,87,14.2484
jfrog ltd,110,14.2479
zelman associates,147,14.2468
rui chen,51,14.2465
kenneth krause,120,14.2459
sabrina simmons,30,14.2452
ross sparenblek,123,14.243
crystal ball,251,14.2413
snapdragon elite,30,14.2395
fremont ladenburg,20,14.2375
butane blending,21,14.2371
joel beatty,26,14.2351
recurrent endometrial,32,14.2326
brent bracelin,210,14.2304
edward nigro,21,14.2294
alexia howard,134,14.2285
rocky mountain,66,14.2275
skin substitutes,49,14.2266
kyle mikson,74,14.2265
refreshment beverages,32,14.226
neo clouds,76,14.2247
gaurav mehta,73,14.2246
suk kim,22,14.2225
walter berman,57,14.2211
frito lay,23,14.2207
norfolk southern,60,14.2199
weed alliancebernstein,35,14.2185
delegated authority,37,14.2183
horse racing,36,14.217
jennifer ryu,20,14.2168
dick sporting,52,14.2156
stepniak incoming,23,14.2152
bruce thames,59,14.2152
plovanic canaccord,33,14.2147
jennifer como,109,14.2146
raul fernandez,84,14.2136
alan ellingson,33,14.2131
suvannavejh mizuho,48,14.2131
alan ratner,197,14.2131
duke kaye,51,14.2126
philip witty,70,14.2116
varying degrees,56,14.2094
ari rosa,58,14.2059
tumor microenvironment,27,14.2055
erik gershwind,43,14.2048
ricardo cardenas,22,14.2038
colin canfield,56,14.2033
mom pop,42,14.2029
vincent colicchio,72,14.2029
freddie strickland,20,14.2021
luis von,239,14.2018
kathleen lynne,25,14.2012
jaco van,32,14.2009
soderstrom sidoti,33,14.1987
vincent morales,115,14.1987
difucci guggenheim,70,14.1969
harley davidson,324,14.1956
neal menashe,21,14.1954
inpatient rehab,46,14.1929
gregory sigrist,27,14.1928
tony voorhees,30,14.1923
mary teresa,42,14.1914
neuropathic pain,50,14.1911
altmann scotiabank,28,14.1909
mac livingston,35,14.1886
bruce caswell,22,14.1869
juan luciano,33,14.1862
alan schnitzer,53,14.1861
beth howe,51,14.1849
pyrukynd thalassemia,30,14.1847
brent bilsland,32,14.1836
ford corrigan,20,14.1818
thalhimer thompson,29,14.1816
stephanie disher,40,14.1749
randall seymore,33,14.1735
alan villalon,35,14.1725
swim lanes,25,14.171
russell benioff,31,14.1696
mass spectrometry,58,14.1694
joshua isner,104,14.1683
club pilates,138,14.1672
earth orbit,78,14.1664
coastal bend,30,14.1652
controlling controllables,82,14.1643
brett monia,42,14.1634
brett iversen,49,14.1634
brett rabatin,206,14.1634
precast concrete,40,14.1627
geoff martha,45,14.162
carrico stephens,27,14.1613
alan bash,53,14.1597
roy mann,85,14.1597
fiscally responsible,26,14.1595
loganathan stephens,23,14.1595
chuck triano,47,14.1594
philip mays,61,14.1568
association realtors,23,14.1546
jill mcconnell,24,14.1539
biometric authentication,31,14.1524
condon jmp,29,14.1513
ron sargent,31,14.15
limiting toxicities,24,14.1496
marjan island,31,14.1483
dariohealth corp,22,14.1472
printed circuit,85,14.1465
san francisco,1020,14.1452
alan edrick,41,14.1444
merrill lynch,1528,14.1431
patent infringement,42,14.142
iron ore,277,14.1418
legally marketed,26,14.1415
karl shepard,24,14.1411
allen klee,63,14.1387
harmit singh,60,14.1384
cameron mcveigh,38,14.1378
antoine montour,27,14.1372
dennis geiger,184,14.1355
kluska cantor,22,14.1349
tate sullivan,51,14.1332
citizens jmp,211,14.133
jackson ader,152,14.1326
edward meyercord,35,14.1324
philip shen,197,14.1319
telsey telsey,149,14.1298
royal caribbean,100,14.1263
confirmation tone,293,14.1259
kyle menges,92,14.1256
sarah glickman,47,14.1243
tops bottoms,23,14.1238
engineered bearings,40,14.1231
armed forces,32,14.123
brandon sink,108,14.1225
knife river,38,14.1223
jamie iannone,40,14.1205
minimis exemption,49,14.1197
brent bruun,27,14.119
tony thene,38,14.1183
postmenopausal women,23,14.1169
jing chang,21,14.114
vafi canaccord,25,14.1137
english learners,77,14.1131
elmaghrabi btig,31,14.1131
rohit kulkarni,24,14.1123
cpt codes,51,14.11
vistra corp,28,14.1081
alan trefler,78,14.1062
pat godin,32,14.1057
chad abraham,35,14.1057
bruce spohler,20,14.1038
illicit vapor,33,14.1036
infant formula,98,14.1035
stark contrast,28,14.1027
brett tighe,138,14.102
lithium ion,82,14.101
crispy chicken,23,14.1009
fox fenimore,27,14.1
nicholas amicucci,30,14.0978
arm hammer,83,14.0974
ruiz leerink,35,14.0963
mechanical thrombectomy,59,14.0962
magnetic recording,28,14.0959
erik zwick,61,14.0954
nabhan stephens,25,14.0934
samuel poser,26,14.0925
grilled chicken,21,14.0925
sam margolin,45,14.0912
ron kisling,41,14.0904
england journal,58,14.0874
roger schrum,36,14.0866
noel wallace,53,14.0858
ronald hovsepian,25,14.0857
alan baratz,107,14.0842
douglas tsao,38,14.0837
kofi bruce,69,14.083
vanzacaftor triple,22,14.079
amit mehrotra,128,14.0785
lewis gelfond,48,14.0774
blue angels,44,14.0742
gianarikas canaccord,58,14.0741
shell egg,46,14.0738
chicken sandwich,70,14.0734
bernard von,77,14.0733
toni michele,28,14.0718
mariani roth,98,14.0707
wallace searle,34,14.0706
brad welnick,58,14.07
brad pogalz,21,14.07
theresa chen,250,14.0699
jack kienzler,50,14.0693
jack wolfskin,38,14.0693
neil blumenthal,50,14.0675
neil boehm,24,14.0675
neil singhvi,40,14.0675
juice monster,24,14.0667
ulta beauty,216,14.0667
rule thumb,214,14.0658
silicon carbide,403,14.0655
rudy grayson,20,14.0646
knoblauch cantor,29,14.0639
adaire fox,74,14.0633
piper sandler,2102,14.0629
danielle joy,31,14.0617
patil susquehanna,24,14.0606
neil mitchill,171,14.0591
cough cold,59,14.0579
marc winterhoff,54,14.0558
intents purposes,36,14.0558
marc sirota,46,14.0558
marc binda,45,14.0558
surf bio,31,14.0554
brad reback,94,14.0547
russell gunther,101,14.0526
duc drilled,30,14.0519
aaron saak,31,14.0509
aaron bloomer,50,14.0509
aaron ledet,32,14.0509
aaron tachibana,27,14.0509
francis lick,33,14.0509
petroleum additives,33,14.0506
jennifer parmentier,92,14.0492
touchtone phone,36,14.0475
credentialing scheduling,24,14.0473
neil barua,122,14.044
marc lipschultz,118,14.0436
bryan castellani,70,14.0436
bryan wulfsohn,23,14.0436
lawrence hilsheimer,33,14.0425
false positives,34,14.0411
owen lau,103,14.041
earth magnets,21,14.0399
shane xie,66,14.0397
dustin olson,47,14.0395
chad summers,61,14.0373
italy lotto,20,14.0371
conventional wisdom,21,14.0359
bryan bergin,170,14.0351
marc vandiepenbeeck,130,14.0338
brandon bingham,49,14.0337
fire hose,25,14.0336
anne wilkinson,23,14.0333
status quo,209,14.0328
tal jacobson,74,14.0316
bryan deboer,96,14.0286
zatzkin keybanc,68,14.028
shoulder shoulder,32,14.028
neil mcfarlane,36,14.028
howard atkins,52,14.027
francis matten,33,14.0249
electronic warfare,80,14.0238
edward schlesinger,38,14.0236
kenneth bockhorst,60,14.0235
